,Case,Activity,Timestamp,Resource,label
44350,37,Bring drinks,2024-05-07 19:49:18.043,Barman-000001,
44351,37,Review drinks,2024-05-07 19:51:39.396,Waiter-000004,
44352,37,Deliver to customer,2024-05-07 19:51:55.052,Waiter-000001,
1888,38,Take order,2024-05-07 19:30:00.000,Waiter-000005,
1889,38,Order processing,2024-05-07 19:30:00.900,Waiter-000003,HOMONYMOUS(Review order)
1890,38,Prepare food,2024-05-07 19:31:12.392,Cook-000001,HOMONYMOUS(Prepare main course)
1891,38,prepare drinks,2024-05-07 19:31:15.392,Barman-000003,
1892,38,Bring drinks,2024-05-07 19:41:06.288,Barman-000002,
1893,38,Drink handling,2024-05-07 19:43:25.758,Waiter-000001,HOMONYMOUS(Review drinks)
1894,38,Signal food complete,2024-05-07 19:52:24.593,Cook-000001,
1895,38,Bring food,2024-05-07 20:54:28.530,Cook helper-000003,
1896,38,Deliver to customer,2024-05-07 20:55:39.567,Waiter-000003,
41522,39,Take order,2024-05-07 19:45:00.000,Waiter-000002,
41523,39,Review order,2024-05-07 19:45:50.069,Waiter-000005,
41525,39,Prepare starter,2024-05-07 19:45:57.674,Cook helper-000002,
41524,39,Prepare main course,2024-05-07 19:45:59.674,Cook-000003,
41526,39,prepare drinks,2024-05-07 19:46:02.674,Barman-000003,
41527,39,Signal food complete,2024-05-07 19:53:45.140,Cook-000003,
41528,39,Bring drinks,2024-05-07 19:55:39.755,Barman-000002,
41529,39,Review drinks,2024-05-07 20:02:02.829,Waiter-000005,
41530,39,Bring food,2024-05-07 20:06:36.362,Cook helper-000003,
41531,39,Deliver to customer,2024-05-07 20:12:35.388,Waiter-000001,
16275,40,Take order,2024-05-07 20:00:00.000,Waiter-000002,
16276,40,Review order,2024-05-07 20:05:53.148,Waiter-000003,
16277,40,Prepare starter,2024-05-07 20:07:28.839,Cook helper-000002,
16278,40,prepare drinks,2024-05-07 20:07:33.839,Barman-000001,
16279,40,Bring drinks,2024-05-07 20:09:16.941,Barman-000003,
16280,40,Signal food complete,2024-05-07 20:09:54.860,Cook-000002,
16281,40,Bring food,2024-05-07 20:14:23.101,Cook helper-000002,
16282,40,Review drinks,2024-05-07 20:31:38.339,Waiter-000005,
16283,40,prepare drinks,2024-05-07 20:34:04.247,Barman-000003,
16284,40,Bring drinks,2024-05-07 20:37:48.724,Barman-000002,
16285,40,Review drinks,2024-05-07 20:39:03.441,Waiter-000003,
16286,40,Deliver to customer,2024-05-07 20:40:44.292,Waiter-000004,
3819,41,Take order,2024-05-07 20:15:00.000,Waiter-000005,
3820,41,Review order,2024-05-07 20:15:30.149,Waiter-000002,
3821,41,Prepare main course,2024-05-07 20:15:52.074,Cook-000003,
3822,41,prepare drinks,2024-05-07 20:15:55.074,Barman-000002,
3823,41,Bring drinks,2024-05-07 20:26:02.672,Barman-000001,
3824,41,Review drinks,2024-05-07 20:28:03.267,Waiter-000003,
3825,41,Signal food complete,2024-05-07 21:02:14.080,Cook-000003,
3826,41,Bring food,2024-05-07 21:33:53.869,Cook helper-000002,
3827,41,Deliver to customer,2024-05-07 21:37:11.057,Waiter-000005,
56494,42,Take order,2024-05-07 20:30:00.000,Waiter-000004,
56495,42,Review order,2024-05-07 20:30:02.317,Waiter-000001,
56496,42,Prepare main course,2024-05-07 20:30:22.883,Cook-000002,
56497,42,prepare drinks,2024-05-07 20:30:25.883,Barman-000002,
56498,42,Bring drinks,2024-05-07 20:31:43.668,Barman-000001,
56499,42,Review drinks,2024-05-07 20:32:08.687,Waiter-000002,
56500,42,Signal food complete,2024-05-07 20:36:05.279,Cook-000002,
56501,42,Bring food,2024-05-07 20:49:11.531,Cook helper-000001,
56502,42,Deliver to customer,2024-05-07 20:52:38.281,Waiter-000005,
32515,43,Take order,2024-05-07 20:45:00.000,Waiter-000001,
32516,43,Review order,2024-05-07 20:46:24.465,Waiter-000002,
32517,43,prepare drinks,2024-05-07 20:46:59.682,Barman-000001,
32518,43,Prepare main course,2024-05-07 20:49:13.531,Cook-000002,
32519,43,Bring drinks,2024-05-07 21:10:01.213,Barman-000002,
32520,43,Review drinks,2024-05-07 21:11:18.960,Waiter-000002,
32521,43,prepare drinks,2024-05-07 21:11:26.898,Barman-000001,
32522,43,Bring drinks,2024-05-07 21:13:47.037,Barman-000003,
32523,43,Review drinks,2024-05-07 21:16:31.588,Waiter-000004,
32524,43,prepare drinks,2024-05-07 21:18:25.495,Barman-000001,
32525,43,Bring drinks,2024-05-07 21:23:13.438,Barman-000003,
32526,43,Review drinks,2024-05-07 21:29:41.375,Waiter-000003,
32527,43,Signal food complete,2024-05-07 21:30:32.953,Cook-000001,
32528,43,Bring food,2024-05-07 21:51:21.311,Cook helper-000003,
32529,43,Deliver to customer,2024-05-07 22:07:45.789,Waiter-000004,
16882,44,Take order,2024-05-07 21:00:00.000,Waiter-000004,
16883,44,Review order,2024-05-07 21:00:38.284,Waiter-000001,
16885,44,Prepare starter,2024-05-07 21:01:37.145,Cook helper-000002,
16884,44,Prepare main course,2024-05-07 21:01:39.145,Cook-000001,
16886,44,prepare drinks,2024-05-07 21:01:42.145,Barman-000003,
16887,44,Bring drinks,2024-05-07 21:13:08.407,Barman-000002,
16888,44,Review drinks,2024-05-07 21:23:02.234,Waiter-000002,
16889,44,prepare drinks,2024-05-07 21:24:54.786,Barman-000002,
16890,44,Bring drinks,2024-05-07 21:26:51.808,Barman-000001,
16891,44,Review drinks,2024-05-07 21:27:00.479,Waiter-000005,
16892,44,Signal food complete,2024-05-07 21:27:51.415,Cook-000002,
16893,44,prepare drinks,2024-05-07 21:29:25.904,Barman-000002,
16894,44,Bring drinks,2024-05-07 21:29:31.321,Barman-000001,
16895,44,Review drinks,2024-05-07 21:32:13.116,Waiter-000002,
16896,44,prepare drinks,2024-05-07 21:32:44.430,Barman-000003,
16897,44,Bring food,2024-05-07 21:33:44.526,Cook helper-000003,
16898,44,Bring drinks,2024-05-07 21:44:00.209,Barman-000001,
16899,44,Review drinks,2024-05-07 21:47:02.622,Waiter-000004,
16900,44,Deliver to customer,2024-05-07 21:47:06.829,Waiter-000002,
54723,45,Order processing,2024-05-07 21:15:00.000,Waiter-000005,HOMONYMOUS(Take order)
54724,45,Order processing,2024-05-07 21:15:49.474,Waiter-000003,HOMONYMOUS(Review order)
54726,45,Drink handling,2024-05-07 21:16:38.253,Barman-000003,HOMONYMOUS(Bring drinks)
54725,45,prepare drinks,2024-05-07 21:16:42.502,Barman-000001,
54727,45,Review drinks,2024-05-07 21:17:23.866,Waiter-000001,
54728,45,Prepare main course,2024-05-07 21:17:55.690,Cook-000001,
54729,45,Signal food complete,2024-05-07 21:33:44.526,Cook-000002,
54730,45,Bring food,2024-05-07 21:59:00.203,Cook helper-000001,
54731,45,Deliver to customer,2024-05-07 22:05:10.903,Waiter-000005,
20434,46,Take order,2024-05-07 21:30:00.000,Waiter-000001,
20435,46,Review order,2024-05-07 21:32:04.273,Waiter-000004,
20436,46,Prepare starter,2024-05-07 21:32:23.620,Cook helper-000001,
20437,46,prepare drinks,2024-05-07 21:32:28.620,Barman-000002,
20438,46,Signal food complete,2024-05-07 21:44:22.936,Cook-000003,
20439,46,Bring drinks,2024-05-07 21:49:50.734,Barman-000001,
20440,46,Review drinks,2024-05-07 21:51:10.438,Waiter-000003,
20441,46,Bring food,2024-05-07 22:14:18.790,Cook helper-000002,
20442,46,Deliver to customer,2024-05-07 22:15:16.349,Waiter-000003,
40069,47,Take order,2024-05-07 21:45:00.000,Waiter-000003,
40070,47,Review order,2024-05-07 21:45:46.889,Waiter-000001,
40071,47,Prepare starter,2024-05-07 21:46:38.647,Cook helper-000002,
40072,47,prepare drinks,2024-05-07 21:46:43.647,Barman-000003,
40073,47,Bring drinks,2024-05-07 21:46:49.457,Barman-000003,
40074,47,Review drinks,2024-05-07 21:50:27.958,Waiter-000005,
40075,47,prepare drinks,2024-05-07 21:50:37.263,Barman-000002,
40076,47,Signal food complete,2024-05-07 21:51:21.311,Cook-000001,
40077,47,Bring drinks,2024-05-07 21:55:04.803,Barman-000003,
40078,47,Review drinks,2024-05-07 22:02:34.237,Waiter-000004,
40079,47,prepare drinks,2024-05-07 22:03:29.067,Barman-000001,
40080,47,Bring drinks,2024-05-07 22:04:55.351,Barman-000002,
40081,47,Review drinks,2024-05-07 22:05:32.877,Waiter-000003,
40082,47,Bring food,2024-05-07 22:11:30.576,Cook helper-000001,
40083,47,Deliver to customer,2024-05-07 22:13:54.783,Waiter-000001,
44720,48,Take order,2024-05-07 22:00:00.000,Waiter-000001,
44721,48,Review order,2024-05-07 22:04:26.452,Waiter-000002,
44723,48,Prepare food,2024-05-07 22:05:26.815,Cook helper-000002,HOMONYMOUS(Prepare starter)
44722,48,Prepare main course,2024-05-07 22:05:28.815,Cook-000002,
44724,48,prepare drinks,2024-05-07 22:05:31.815,Barman-000003,
44725,48,Bring drinks,2024-05-07 22:12:30.759,Barman-000001,
44726,48,Drink handling,2024-05-07 22:14:50.245,Waiter-000002,HOMONYMOUS(Review drinks)
44727,48,Signal food complete,2024-05-07 22:40:42.660,Cook-000003,
44728,48,Bring food,2024-05-07 22:47:22.568,Cook helper-000001,
44729,48,Deliver to customer,2024-05-07 22:50:03.798,Waiter-000005,
3930,49,Take order,2024-05-07 22:15:00.000,Waiter-000005,
3931,49,Review order,2024-05-07 22:15:31.707,Waiter-000004,
3932,49,Prepare main course,2024-05-07 22:20:05.516,Cook-000001,
3933,49,prepare drinks,2024-05-07 22:20:08.516,Barman-000002,
3934,49,Bring drinks,2024-05-07 22:39:21.725,Barman-000003,
3935,49,Signal food complete,2024-05-07 22:39:28.045,Cook-000001,
3936,49,Review drinks,2024-05-07 22:40:01.039,Waiter-000003,
3937,49,Bring food,2024-05-07 22:52:06.734,Cook helper-000002,
3938,49,Deliver to customer,2024-05-07 23:00:01.097,Waiter-000003,
53494,50,Take order,2024-05-07 22:30:00.000,Waiter-000002,
53495,50,Review order,2024-05-07 22:30:34.570,Waiter-000005,
53496,50,Prepare main course,2024-05-07 22:31:15.342,Cook-000003,
53497,50,prepare drinks,2024-05-07 22:31:18.342,Barman-000003,
53498,50,Signal food complete,2024-05-07 22:32:37.021,Cook-000003,
53499,50,Bring drinks,2024-05-07 22:34:31.337,Barman-000001,
53500,50,Bring food,2024-05-07 22:39:55.230,Cook helper-000003,
53501,50,Review drinks,2024-05-07 22:41:46.198,Waiter-000001,
53502,50,prepare drinks,2024-05-07 22:42:13.864,Barman-000002,
53503,50,Bring drinks,2024-05-07 22:49:57.078,Barman-000003,
53504,50,Review drinks,2024-05-07 22:51:31.451,Waiter-000003,
53505,50,prepare drinks,2024-05-07 22:52:10.085,Barman-000002,
53506,50,Bring drinks,2024-05-07 22:55:54.770,Barman-000003,
53507,50,Review drinks,2024-05-07 22:56:39.645,Waiter-000004,
53508,50,Deliver to customer,2024-05-07 22:57:18.464,Waiter-000002,
11041,51,Take order,2024-05-07 22:45:00.000,Waiter-000004,
11042,51,Review order,2024-05-07 22:47:34.500,Waiter-000002,
11043,51,Prepare main course,2024-05-07 22:47:36.715,Cook-000002,
11044,51,prepare drinks,2024-05-07 22:47:39.715,Barman-000003,
11045,51,Bring drinks,2024-05-07 22:47:43.286,Barman-000001,
11046,51,Review drinks,2024-05-07 22:51:32.069,Waiter-000001,
11047,51,Signal food complete,2024-05-07 23:17:25.152,Cook-000001,
11048,51,Bring food,2024-05-07 23:35:40.944,Cook helper-000001,
11049,51,Deliver to customer,2024-05-07 23:38:04.266,Waiter-000002,
3684,52,Take order,2024-05-07 23:00:00.000,Waiter-000005,
3685,52,Review order,2024-05-07 23:00:29.121,Waiter-000001,
3687,52,Prepare starter,2024-05-07 23:00:56.114,Cook helper-000003,
3686,52,Prepare main course,2024-05-07 23:00:58.114,Cook-000003,
3688,52,prepare drinks,2024-05-07 23:01:01.114,Barman-000001,
3689,52,Bring drinks,2024-05-07 23:04:41.125,Barman-000002,
3690,52,Review drinks,2024-05-07 23:05:05.026,Waiter-000004,
3691,52,Signal food complete,2024-05-08 00:00:48.900,Cook-000001,
3692,52,Bring food,2024-05-08 00:38:03.552,Cook helper-000003,
3693,52,Deliver to customer,2024-05-08 00:52:36.984,Waiter-000001,
53921,53,Take order,2024-05-07 23:15:00.000,Waiter-000002,
53922,53,Review order,2024-05-07 23:21:49.697,Waiter-000005,
53923,53,Prepare main course,2024-05-07 23:21:56.817,Cook-000002,
53924,53,prepare drinks,2024-05-07 23:21:59.817,Barman-000003,
53925,53,Drink handling,2024-05-07 23:25:51.637,Barman-000001,HOMONYMOUS(Bring drinks)
53926,53,Drink handling,2024-05-07 23:26:59.418,Waiter-000001,HOMONYMOUS(Review drinks)
53927,53,Drink handling,2024-05-07 23:29:08.062,Barman-000002,HOMONYMOUS(prepare drinks)
53928,53,Signal food complete,2024-05-07 23:29:22.179,Cook-000002,
53929,53,Bring drinks,2024-05-07 23:35:20.943,Barman-000003,
53930,53,Review drinks,2024-05-07 23:39:30.748,Waiter-000001,
53931,53,prepare drinks,2024-05-07 23:40:31.502,Barman-000001,
53932,53,Bring drinks,2024-05-07 23:47:42.152,Barman-000003,
53933,53,Review drinks,2024-05-07 23:48:07.896,Waiter-000002,
53934,53,prepare drinks,2024-05-07 23:49:20.296,Barman-000003,
53935,53,Bring drinks,2024-05-07 23:50:41.241,Barman-000002,
53936,53,Review drinks,2024-05-07 23:52:03.920,Waiter-000001,
53937,53,Bring food,2024-05-08 00:23:33.597,Cook helper-000001,
53938,53,Deliver to customer,2024-05-08 00:25:26.208,Waiter-000004,
31751,54,Take order,2024-05-07 23:30:00.000,Waiter-000003,
31752,54,Review order,2024-05-07 23:33:23.646,Waiter-000004,
31753,54,Prepare main course,2024-05-07 23:36:23.663,Cook-000001,
31754,54,prepare drinks,2024-05-07 23:36:26.663,Barman-000001,
31755,54,Bring drinks,2024-05-07 23:39:00.923,Barman-000002,
31756,54,Review drinks,2024-05-07 23:39:05.887,Waiter-000005,
31757,54,Signal food complete,2024-05-07 23:39:16.366,Cook-000001,
31758,54,Bring food,2024-05-07 23:42:32.766,Cook helper-000002,
31759,54,Deliver to customer,2024-05-07 23:45:24.220,Waiter-000004,
17810,55,Take order,2024-05-07 23:45:00.000,Waiter-000003,
17811,55,Review order,2024-05-07 23:47:24.436,Waiter-000005,
17812,55,Prepare main course,2024-05-07 23:47:39.021,Cook-000001,
17813,55,prepare drinks,2024-05-07 23:47:42.021,Barman-000002,
17814,55,Bring drinks,2024-05-07 23:48:13.185,Barman-000001,
17815,55,Signal food complete,2024-05-07 23:50:11.562,Cook-000001,
17816,55,Bring food,2024-05-07 23:50:32.829,Cook helper-000003,
17817,55,Review drinks,2024-05-07 23:52:43.587,Waiter-000003,
17818,55,Deliver to customer,2024-05-07 23:57:28.759,Waiter-000005,
53903,56,Take order,2024-05-08 00:00:00.000,Waiter-000002,
53904,56,Review order,2024-05-08 00:00:06.420,Waiter-000004,
53905,56,Prepare main course,2024-05-08 00:01:08.541,Cook-000003,
53906,56,prepare drinks,2024-05-08 00:01:11.541,Barman-000003,
53907,56,Signal food complete,2024-05-08 00:04:10.873,Cook-000003,
53908,56,Bring food,2024-05-08 00:06:50.052,Cook helper-000001,
53909,56,Bring drinks,2024-05-08 00:06:56.879,Barman-000002,
53910,56,Review drinks,2024-05-08 00:08:23.918,Waiter-000001,
53911,56,Deliver to customer,2024-05-08 00:09:05.848,Waiter-000003,
17765,57,Order processing,2024-05-08 00:15:00.000,Waiter-000005,HOMONYMOUS(Take order)
17766,57,Review order,2024-05-08 00:17:12.713,Waiter-000002,
17767,57,Prepare starter,2024-05-08 00:17:46.411,Cook helper-000002,
17768,57,prepare drinks,2024-05-08 00:17:51.411,Barman-000001,
17769,57,Bring drinks,2024-05-08 00:17:53.988,Barman-000003,
17770,57,Signal food complete,2024-05-08 00:19:29.803,Cook-000003,
17771,57,Bring food,2024-05-08 00:21:07.502,Cook helper-000003,
17772,57,Review drinks,2024-05-08 00:27:03.116,Waiter-000001,
17773,57,Drink handling,2024-05-08 00:28:32.380,Barman-000002,HOMONYMOUS(prepare drinks)
17774,57,Bring drinks,2024-05-08 00:34:35.651,Barman-000003,
17775,57,Drink handling,2024-05-08 00:48:16.802,Waiter-000005,HOMONYMOUS(Review drinks)
17776,57,prepare drinks,2024-05-08 00:50:18.126,Barman-000001,
17777,57,Bring drinks,2024-05-08 00:51:51.764,Barman-000003,
17778,57,Review drinks,2024-05-08 00:59:35.993,Waiter-000004,
17779,57,Food delivery,2024-05-08 01:00:26.578,Waiter-000002,HOMONYMOUS(Deliver to customer)
39671,58,Take order,2024-05-08 00:30:00.000,Waiter-000003,
39672,58,Review order,2024-05-08 00:31:11.550,Waiter-000005,
39673,58,Prepare food,2024-05-08 00:32:17.781,Cook helper-000002,HOMONYMOUS(Prepare starter)
39674,58,prepare drinks,2024-05-08 00:32:22.781,Barman-000001,
39675,58,Bring drinks,2024-05-08 00:39:19.070,Barman-000002,
39676,58,Signal food complete,2024-05-08 00:41:57.104,Cook-000003,
39677,58,Review drinks,2024-05-08 00:42:02.551,Waiter-000002,
39678,58,Drink handling,2024-05-08 00:42:27.107,Barman-000001,HOMONYMOUS(prepare drinks)
39679,58,Drink handling,2024-05-08 00:45:10.183,Barman-000002,HOMONYMOUS(Bring drinks)
39680,58,Review drinks,2024-05-08 00:45:11.444,Waiter-000001,
39681,58,Drink handling,2024-05-08 00:46:25.710,Barman-000001,HOMONYMOUS(prepare drinks)
39682,58,Bring drinks,2024-05-08 00:49:35.885,Barman-000003,
39683,58,Review drinks,2024-05-08 00:51:39.233,Waiter-000002,
39684,58,Bring food,2024-05-08 01:58:39.545,Cook helper-000003,
39685,58,Deliver to customer,2024-05-08 18:09:27.558,Waiter-000002,
53685,59,Take order,2024-05-08 00:45:00.000,Waiter-000004,
53686,59,Review order,2024-05-08 00:47:19.753,Waiter-000003,
53687,59,Prepare main course,2024-05-08 00:47:35.437,Cook-000002,
53688,59,prepare drinks,2024-05-08 00:47:38.437,Barman-000002,
53689,59,Bring drinks,2024-05-08 00:52:48.326,Barman-000001,
53690,59,Review drinks,2024-05-08 01:07:27.384,Waiter-000001,
53691,59,Signal food complete,2024-05-08 01:10:05.984,Cook-000002,
53692,59,Bring food,2024-05-08 01:20:05.285,Cook helper-000001,
53693,59,Deliver to customer,2024-05-08 01:31:08.518,Waiter-000004,
16932,60,Take order,2024-05-08 01:00:00.000,Waiter-000003,
16933,60,Review order,2024-05-08 01:00:18.843,Waiter-000005,
16934,60,Prepare main course,2024-05-08 01:01:31.426,Cook-000001,
16935,60,prepare drinks,2024-05-08 01:01:34.426,Barman-000002,
16936,60,Bring drinks,2024-05-08 01:02:30.663,Barman-000003,
16937,60,Review drinks,2024-05-08 01:07:47.868,Waiter-000003,
16938,60,Signal food complete,2024-05-08 01:20:05.285,Cook-000002,
16939,60,Bring food,2024-05-08 01:40:48.124,Cook helper-000002,
16940,60,Food delivery,2024-05-08 01:43:48.945,Waiter-000005,HOMONYMOUS(Deliver to customer)
53021,61,Take order,2024-05-08 01:15:00.000,Waiter-000004,
53022,61,Review order,2024-05-08 01:16:50.851,Waiter-000002,
53023,61,prepare drinks,2024-05-08 01:18:10.176,Barman-000002,
53024,61,Prepare main course,2024-05-08 01:18:59.973,Cook-000001,
53025,61,Bring drinks,2024-05-08 01:21:09.313,Barman-000001,
53026,61,Signal food complete,2024-05-08 01:21:36.179,Cook-000001,
53027,61,Review drinks,2024-05-08 01:23:49.172,Waiter-000005,
53028,61,Bring food,2024-05-08 19:41:20.142,Cook helper-000001,
53029,61,Deliver to customer,2024-05-08 19:46:25.094,Waiter-000004,
10696,62,Take order,2024-05-08 01:30:00.000,Waiter-000003,
10697,62,Review order,2024-05-08 01:31:05.114,Waiter-000001,
10698,62,prepare drinks,2024-05-08 01:31:27.555,Barman-000003,
10699,62,Bring drinks,2024-05-08 01:39:40.755,Barman-000002,
10700,62,Review drinks,2024-05-08 01:39:52.824,Waiter-000002,
10701,62,Prepare main course,2024-05-08 01:40:50.124,Cook-000002,
10702,62,prepare drinks,2024-05-08 01:42:22.766,Barman-000001,
10703,62,Bring drinks,2024-05-08 01:46:11.041,Barman-000003,
10704,62,Review drinks,2024-05-08 01:56:29.765,Waiter-000004,
10705,62,Signal food complete,2024-05-08 01:58:39.545,Cook-000003,
10706,62,prepare drinks,2024-05-08 01:58:56.966,Barman-000002,
10707,62,Bring food,2024-05-08 18:03:29.410,Cook helper-000002,
10708,62,Bring drinks,2024-05-08 18:06:51.209,Barman-000003,
10709,62,Drink handling,2024-05-08 18:13:29.511,Waiter-000004,HOMONYMOUS(Review drinks)
10710,62,Food delivery,2024-05-08 18:13:33.433,Waiter-000005,HOMONYMOUS(Deliver to customer)
6260,63,Take order,2024-05-08 01:45:00.000,Waiter-000003,
6261,63,Review order,2024-05-08 01:47:12.768,Waiter-000001,
6262,63,prepare drinks,2024-05-08 01:49:18.154,Barman-000002,
6263,63,Bring drinks,2024-05-08 01:54:13.351,Barman-000001,
6264,63,Prepare main course,2024-05-08 01:55:28.353,Cook-000002,
6265,63,Review drinks,2024-05-08 01:56:47.306,Waiter-000002,
6266,63,Signal food complete,2024-05-08 18:12:46.966,Cook-000002,
6267,63,Bring food,2024-05-08 19:00:45.596,Cook helper-000003,
6268,63,Deliver to customer,2024-05-08 19:10:31.160,Waiter-000002,
54757,64,Order processing,2024-05-08 18:00:00.000,Waiter-000005,HOMONYMOUS(Take order)
54758,64,Order processing,2024-05-08 18:00:03.044,Waiter-000003,HOMONYMOUS(Review order)
54759,64,Prepare starter,2024-05-08 18:01:25.326,Cook helper-000001,
54760,64,Drink handling,2024-05-08 18:01:30.326,Barman-000003,HOMONYMOUS(prepare drinks)
54761,64,Signal food complete,2024-05-08 18:03:29.410,Cook-000003,
54762,64,Bring drinks,2024-05-08 18:05:01.497,Barman-000001,
